"text","book","chapter"
"was that Muggle,` whispered Morfin. `You look mighty like that Muggle.` `What","Book 6: Half Blood Prince","chap-17"
"Muggle?` said Riddle sharply. `That Muggle what my sister took a fancy","Book 6: Half Blood Prince","chap-17"
"to, that Muggle what lives in the big house over the way,`","Book 6: Half Blood Prince","chap-17"
"said Morfin, and he spat unexpectedly upon the floor between them. `You","Book 6: Half Blood Prince","chap-17"
"look right like him. Riddle. But he's older now, in 'e? He's","Book 6: Half Blood Prince","chap-17"
"older'n you, now I think on it. ...` Morfin looked slightly dazed","Book 6: Half Blood Prince","chap-17"
"and swayed a little, still clutching the edge of the table for","Book 6: Half Blood Prince","chap-17"
"support. `He come back, see,` he added stupidly. Voldemort was gazing at","Book 6: Half Blood Prince","chap-17"
"Morfin as though appraising his possibilities. Now he moved a little closer","Book 6: Half Blood Prince","chap-17"
"and said, `Riddle came back?` `Ar, he left her, and serve her","Book 6: Half Blood Prince","chap-17"
"right, marrying filth!` said Morfin, spitting on the floor again. `Robbed us,","Book 6: Half Blood Prince","chap-17"
"mind, before she ran off. , Where's the locket, eh, where's Slytherin's","Book 6: Half Blood Prince","chap-17"
"locket?` Voldemort did not answer. Morfin was working himself into a rage","Book 6: Half Blood Prince","chap-17"
"again; he brandished his knife and shouted, `Dishonored us, , she did,","Book 6: Half Blood Prince","chap-17"
"that little slut! And whore you, coming here and asking questions about","Book 6: Half Blood Prince","chap-17"
"all that? It's over, innit. . . . It's over. ...` He","Book 6: Half Blood Prince","chap-17"
"looked away, staggering slightly, and Voldemort moved forward. As he did so,","Book 6: Half Blood Prince","chap-17"
"an unnatural darkness fell, extinguishing Voldemort's lamp and Morfin's candle, extinguishing everything.","Book 6: Half Blood Prince","chap-17"
". . . Dumbledore's fingers closed tightly around Harry's arm and they","Book 6: Half Blood Prince","chap-17"
"were soaring back into the present again. The soft golden light in","Book 6: Half Blood Prince","chap-17"
"Dumbledore's office seemed to dazzle Harry's eyes after that impenetrable darkness. |","Book 6: Half Blood Prince","chap-17"
"`Is that all?` said Harry at once. `Why did it go dark,","Book 6: Half Blood Prince","chap-17"
"what happened?` `Because Morfin could not remember anything from that point onward,`","Book 6: Half Blood Prince","chap-17"
"said Dumbledore, gesturing Harry back into his seat. `When he awoke next","Book 6: Half Blood Prince","chap-17"
"morning, he was lying on the floor, quite alone. Marvolo's ring had","Book 6: Half Blood Prince","chap-17"
"gone. `Meanwhile, in the village of Little Hangleton, a maid was running","Book 6: Half Blood Prince","chap-17"
"along the High Street, screaming that there were three bodies lying in","Book 6: Half Blood Prince","chap-17"
"the drawing room of the big house: Tom Riddle Senior and his","Book 6: Half Blood Prince","chap-17"
"mother and father. `The Muggle authorities were perplexed. As far as I","Book 6: Half Blood Prince","chap-17"
"am aware, they do not know to this day how the Riddles","Book 6: Half Blood Prince","chap-17"
"died, for the Avadu Kedavra curse does not usually leave any sign","Book 6: Half Blood Prince","chap-17"
"of damage. . . . The exception sits before me,` Dumbledore added,","Book 6: Half Blood Prince","chap-17"
"with a nod to Harry's scar. `The Ministry, on the other hand,","Book 6: Half Blood Prince","chap-17"
"knew at once that this was a wizard's murder. They also knew","Book 6: Half Blood Prince","chap-17"
"that a convicted Muggle-hater lived across the valley from the Riddle house,","Book 6: Half Blood Prince","chap-17"
"a Muggle-hater who had already been imprisoned once for attacking one of","Book 6: Half Blood Prince","chap-17"
"the murdered people. `So the Ministry called upon Morfin. They did not","Book 6: Half Blood Prince","chap-17"
"need to question him, to use Veritaserum or Legilimency. He admitted to","Book 6: Half Blood Prince","chap-17"
"the murder on the spot, giving details only the murderer could know.","Book 6: Half Blood Prince","chap-17"
"He was proud, he said, to have killed the Muggles, had been","Book 6: Half Blood Prince","chap-17"
"awaiting his chance all these years. He handed over his wand, which","Book 6: Half Blood Prince","chap-17"
"was proved at once to have been used to kill the Riddles.","Book 6: Half Blood Prince","chap-17"
"And he permitted himself to be led off to Azkaban without a","Book 6: Half Blood Prince","chap-17"
"fight. All that disturbed him was the fact that his fathers ring","Book 6: Half Blood Prince","chap-17"
"had disappeared. 'He'll kill me for losing it,' he told his captors","Book 6: Half Blood Prince","chap-17"
"over and over again. 'He'll kill me for losing his ring.' And","Book 6: Half Blood Prince","chap-17"
"that, apparently, was all he ever said again. He lived out the","Book 6: Half Blood Prince","chap-17"
"remainder of his life in Azkaban, lamenting the loss of Marvolo's last","Book 6: Half Blood Prince","chap-17"
"heirloom, and is buried beside the prison, alongside the other poor souls","Book 6: Half Blood Prince","chap-17"
"who have expired within its walls.` `So Voldemort stole Morfin's wand and","Book 6: Half Blood Prince","chap-17"
"used it?` said Harry, sitting up straight. `That's right,` said Dumbledore. `We","Book 6: Half Blood Prince","chap-17"
"have no memories to show us this, but I think we can be","Book 6: Half Blood Prince","chap-17"
"fairly sure what happened. Voldemort Stupefied his uncle, took his wand, and","Book 6: Half Blood Prince","chap-17"
"proceeded across the valley to 'the big house over the way.' There","Book 6: Half Blood Prince","chap-17"
"he murdered the Muggle man who had abandoned his witch mother, and,","Book 6: Half Blood Prince","chap-17"
"for good measure, his Muggle grandparents, thus obliterating the last of the","Book 6: Half Blood Prince","chap-17"
"unworthy Riddle line and revenging himself upon the father who never wanted","Book 6: Half Blood Prince","chap-17"
"him. Then he returned to the Gaunt hovel, performed the complex bit","Book 6: Half Blood Prince","chap-17"
"of magic that would implant a false memory in his uncle's mind,","Book 6: Half Blood Prince","chap-17"
"laid Morfin's wand beside its unconscious owner, pocketed the ancient ring he","Book 6: Half Blood Prince","chap-17"
"wore, and departed.` `And Morfin never realized he hadn't done it?` `Never,`","Book 6: Half Blood Prince","chap-17"
"said Dumbledore. `He gave, as I say, a full and boastful confession.`","Book 6: Half Blood Prince","chap-17"
"`But he had this real memory in him all the time!` `Yes,","Book 6: Half Blood Prince","chap-17"
"but it took a great deal of skilled Legilimency to coax it","Book 6: Half Blood Prince","chap-17"
"out of him,` said Dumbledore, `and why should anybody delve further into","Book 6: Half Blood Prince","chap-17"
"Morfin's mind when he had already confessed to the crime? However, I","Book 6: Half Blood Prince","chap-17"
"was able to secure a visit to Morfin in the last weeks","Book 6: Half Blood Prince","chap-17"
"of his life, by which time I was attempting to discover as","Book 6: Half Blood Prince","chap-17"
"much as I could about Voldemort's past. I extracted this memory with","Book 6: Half Blood Prince","chap-17"
"difficulty. When I saw what it contained, I attempted to use it","Book 6: Half Blood Prince","chap-17"
"to secure Morfin's release from Azkaban. Before the Ministry reached their decision,","Book 6: Half Blood Prince","chap-17"
"however, Morfin had died.` `But how come the Ministry didn't realize that","Book 6: Half Blood Prince","chap-17"
"Voldemort had done all that to Morfin?` Harry asked angrily `He was","Book 6: Half Blood Prince","chap-17"
"underage at the time, wasn't he? I thought they could detect underage","Book 6: Half Blood Prince","chap-17"
"magic!` `You are quite right — they can detect magic, but not","Book 6: Half Blood Prince","chap-17"
"the perpetrator: You will remember that you were blamed by the Ministry","Book 6: Half Blood Prince","chap-17"
"for the Hover Charm that was, in fact, cast by —` `Dobby,`","Book 6: Half Blood Prince","chap-17"
"growled Harry; this injustice still rankled. `So if you're underage and you","Book 6: Half Blood Prince","chap-17"
"do magic inside an adult witch or wizard's house, the Ministry won't","Book 6: Half Blood Prince","chap-17"
"know?` `They will certainly be unable to tell who performed the magic,`","Book 6: Half Blood Prince","chap-17"
"said Dumbledore, smiling slightly at the look of great indignation on Harrys","Book 6: Half Blood Prince","chap-17"
"face. `They rely on witch and wizard parents to enforce their offspring's","Book 6: Half Blood Prince","chap-17"
"obedience while within their walls.` `Well, that's rubbish,` snapped Harry. `Look what","Book 6: Half Blood Prince","chap-17"
"happened here, look what happened to Morfin!` `I agree,` said Dumbledore. `Whatever","Book 6: Half Blood Prince","chap-17"
"Morfin was, he did not deserve to die as he did, blamed","Book 6: Half Blood Prince","chap-17"
"for murders he had not committed. But it is getting late, and","Book 6: Half Blood Prince","chap-17"
"I want you to see this other memory before we part. ...`","Book 6: Half Blood Prince","chap-17"
"Dumbledore took from an inside pocket another crystal phial and Harry fell","Book 6: Half Blood Prince","chap-17"
"silent at once, remembering that Dumbledore had said it was the most","Book 6: Half Blood Prince","chap-17"
"important one he had collected. Harry noticed that the contents proved difficult","Book 6: Half Blood Prince","chap-17"
"to empty into the Pensieve, as though they had congealed slightly; did","Book 6: Half Blood Prince","chap-17"
"memories go bad? `This will not take long,` said Dumbledore, when he","Book 6: Half Blood Prince","chap-17"
"had finally emptied the phial. `We shall be back before you know","Book 6: Half Blood Prince","chap-17"
"it. Once more into the Pensieve, then . . .` And Harry","Book 6: Half Blood Prince","chap-17"
"fell again through the silver surface, landing this time right in front","Book 6: Half Blood Prince","chap-17"
"of a man he recognized at once. It was a much younger","Book 6: Half Blood Prince","chap-17"
"Horace Slughorn. Harry was so used to him bald that he found","Book 6: Half Blood Prince","chap-17"
"the sight of Slughorn with thick, shiny, straw-colored hair quite disconcerting; it","Book 6: Half Blood Prince","chap-17"
"looked as though he had had his head thatched, though there was","Book 6: Half Blood Prince","chap-17"
"already a shiny Galleon-sized bald patch on his crown. His mustache, less","Book 6: Half Blood Prince","chap-17"
"massive than it was these days, was gingery-blond. He was not quite","Book 6: Half Blood Prince","chap-17"
"as rotund as the Slughorn Harry knew, though the golden buttons on","Book 6: Half Blood Prince","chap-17"
"his richly embroidered waistcoat were taking a fair amount of strain. His","Book 6: Half Blood Prince","chap-17"
"little feet resting upon a velvet pouffe, he was sitting well back","Book 6: Half Blood Prince","chap-17"
"in a comfortable winged armchair, one hand grasping a small glass of","Book 6: Half Blood Prince","chap-17"
"wine, the other searching through a box of crystalized pineapple. Harry looked","Book 6: Half Blood Prince","chap-17"
"around as Dumbledore appeared beside him and saw that they were standing","Book 6: Half Blood Prince","chap-17"
"in Slughorn's office. Haifa dozen boys were sitting around Slughorn, all on","Book 6: Half Blood Prince","chap-17"
"harder or lower seats than his, and all in their mid-teens. Harry","Book 6: Half Blood Prince","chap-17"
"recognized Voldemort at once. His was the most handsome face and he","Book 6: Half Blood Prince","chap-17"
"looked the most relaxed of all the boys. His right hand lay","Book 6: Half Blood Prince","chap-17"
"negligently upon the arm of his chair; with a jolt, Harry saw","Book 6: Half Blood Prince","chap-17"
"that he was wearing Marvolo's gold-and-black ring; he had already killed his","Book 6: Half Blood Prince","chap-17"
"father. `Sir, is it true that Professor Merrythought is retiring?` he asked.","Book 6: Half Blood Prince","chap-17"
"`Tom, Tom, if I knew I couldn't tell you,` said Slughorn, wagging","Book 6: Half Blood Prince","chap-17"
"a reproving, sugar-covered finger at Riddle, though ruining the effect slightly by","Book 6: Half Blood Prince","chap-17"
"winking. `I must say, I'd like to know where you get your","Book 6: Half Blood Prince","chap-17"
"information, boy, more knowledgeable than half the staff, you are.”Riddle smiled; the","Book 6: Half Blood Prince","chap-17"
"other boys laughed and cast him admiring looks. `What with your uncanny","Book 6: Half Blood Prince","chap-17"
"ability to know things you shouldn’t, and your careful flattery of the","Book 6: Half Blood Prince","chap-17"
"people who matter — thank you fm the pineapple, by the way,","Book 6: Half Blood Prince","chap-17"
"you're quite right, it is my favorite — ` As several of","Book 6: Half Blood Prince","chap-17"
"the boys tittered, something very odd happened. The whole room was suddenly","Book 6: Half Blood Prince","chap-17"
"filled with a thick white fog, so that Harry could see nothing","Book 6: Half Blood Prince","chap-17"
"but the face of Dumbledore, who was standing beside him. Then Slughorn's","Book 6: Half Blood Prince","chap-17"
"voice rang out through the mist, unnaturally loudly, `You'll go wrong, boy,","Book 6: Half Blood Prince","chap-17"
"mark my words. ` The fog cleared as suddenly as it had","Book 6: Half Blood Prince","chap-17"
"appeared and yet nobody made any allusion to it, nor did anybody","Book 6: Half Blood Prince","chap-17"
"look as though anything unusual had just happened. Bewildered, Harry looked around","Book 6: Half Blood Prince","chap-17"
"as a small golden clock standing upon Slughorn's desk chimed eleven o'clock.","Book 6: Half Blood Prince","chap-17"
"`Good gracious, is it that time already?` said Slughorn. `You'd better get","Book 6: Half Blood Prince","chap-17"
"going, boys, or we'll all be in trouble. Lestrange, I want your","Book 6: Half Blood Prince","chap-17"
"essay by tomorrow or it's detention. Same goes for you, Avery.` Slughorn","Book 6: Half Blood Prince","chap-17"
"pulled himself out of his armchair and carried his empty glass over","Book 6: Half Blood Prince","chap-17"
"to his desk as the boys filed out. Voldemort, however, stayed behind.","Book 6: Half Blood Prince","chap-17"
"Harry could tell he had dawdled deliberately, wanting to be last in","Book 6: Half Blood Prince","chap-17"
"the room with Slughorn. `Look sharp, Tom,` said Slughorn, turning around and","Book 6: Half Blood Prince","chap-17"
"finding him still present. `You don't want to be caught out of","Book 6: Half Blood Prince","chap-17"
"bed out of hours, and you a prefect...` `Sir, I wanted to","Book 6: Half Blood Prince","chap-17"
"ask you something.` `Ask away, then, m'boy, ask away....``Sir, I wondered what","Book 6: Half Blood Prince","chap-17"
"you know about. . . about Horcruxes?` And it happened all over","Book 6: Half Blood Prince","chap-17"
"again: The dense fog filled the room so that Harry could not","Book 6: Half Blood Prince","chap-17"
"see Slughorn or Voldemort at all; only Dumbledore, smiling serenely beside him.","Book 6: Half Blood Prince","chap-17"
"Then Slughorn's voice boomed out again, just as it had done before.","Book 6: Half Blood Prince","chap-17"
"`I don't know anything about Horcruxes and I wouldn't tell you if","Book 6: Half Blood Prince","chap-17"
"I did! Now get out of here at once and don’t let","Book 6: Half Blood Prince","chap-17"
"me catch you mentioning them again!` `Well, that's that,` said Dumbledore placidly","Book 6: Half Blood Prince","chap-17"
"beside Harry. `Time to go.` And Harry's feet left the floor to","Book 6: Half Blood Prince","chap-17"
"fall, seconds later, back onto the rug in front of Dumbledore's desk.","Book 6: Half Blood Prince","chap-17"
"`That's all there is?` said Harry blankly. Dumbledore had said that this","Book 6: Half Blood Prince","chap-17"
"was the most important memory of all, but he could not see","Book 6: Half Blood Prince","chap-17"
"what was so significant about it. Admittedly the fog, and the fact","Book 6: Half Blood Prince","chap-17"
"that nobody seemed to have noticed it, was odd, but other than","Book 6: Half Blood Prince","chap-17"
"that nothing seemed to have happened except that Voldemort had asked a","Book 6: Half Blood Prince","chap-17"
"question and failed to get an answer. `As you might have noticed,`","Book 6: Half Blood Prince","chap-17"
"said Dumbledore, reseating himself behind his desk, `that memory has been tampered","Book 6: Half Blood Prince","chap-17"
"with.` `Tampered with?` repeated Harry, sitting back down too. `Certainly,` said Dumbledore.","Book 6: Half Blood Prince","chap-17"
"`Professor Slughorn has meddled with his own recollections.` `But why would he","Book 6: Half Blood Prince","chap-17"
"do that?` `Because, I think, he is ashamed of what he remembers,`","Book 6: Half Blood Prince","chap-17"
"said Dumbledore. `He has tried to rework the memory to show himself","Book 6: Half Blood Prince","chap-17"
"in a better light, obliterating those parts which he does not wish","Book 6: Half Blood Prince","chap-17"
"me to see. It is, as you will have noticed, very crudely","Book 6: Half Blood Prince","chap-17"
"done, and that is all to the good, for it shows that","Book 6: Half Blood Prince","chap-17"
"the true memory is still there beneath the alterations. `And so, for","Book 6: Half Blood Prince","chap-17"
"the first time, I am giving you homework, Harry. It will be","Book 6: Half Blood Prince","chap-17"
"your job to persuade Professor Slughorn to divulge the real memory, which","Book 6: Half Blood Prince","chap-17"
"will undoubtedly be our most crucial piece of information of all.` Harry","Book 6: Half Blood Prince","chap-17"
"stared at him. `But surely, sir,` he said, keeping his voice as","Book 6: Half Blood Prince","chap-17"
"respectful as possible, `you don't need me — you could use Legilimency","Book 6: Half Blood Prince","chap-17"
"... or Veritaserum. ...` `Professor Slughorn is an extremely able wizard who","Book 6: Half Blood Prince","chap-17"
"will be expecting both,` said Dumbledore. `He is much more accomplished at","Book 6: Half Blood Prince","chap-17"
"Occlumency than poor Morfin Gaunt, and I would be astonished if he","Book 6: Half Blood Prince","chap-17"
"has not carried an antidote to Veritaserum with him ever since I","Book 6: Half Blood Prince","chap-17"
"coerced him into giving me this travesty of a recollection. `No, I","Book 6: Half Blood Prince","chap-17"
"think it would be foolish to attempt to wrest the truth from","Book 6: Half Blood Prince","chap-17"
"Professor Slughorn by force, and might do much more harm than good;","Book 6: Half Blood Prince","chap-17"
"I do not wish him to leave Hogwarts. However, he has his","Book 6: Half Blood Prince","chap-17"
"weaknesses like the rest of us, and I believe that you are","Book 6: Half Blood Prince","chap-17"
"the one person who might be able to penetrate his defenses. It","Book 6: Half Blood Prince","chap-17"
"is most important that we secure the true memory, Harry. . .","Book 6: Half Blood Prince","chap-17"
". How important, we will only know when we have seen the","Book 6: Half Blood Prince","chap-17"
"real thing. So, good luck . . . and good night.` A","Book 6: Half Blood Prince","chap-17"
"little taken aback by the abrupt dismissal, Harry got to his feet","Book 6: Half Blood Prince","chap-17"
"quickly. `Good night, sir.` As he closed the study door behind him,","Book 6: Half Blood Prince","chap-17"
"he distinctly heard Phineas Nigellus say, `I can't see why the boy","Book 6: Half Blood Prince","chap-17"
"should be able to do it better than you, Dumbledore.` `I wouldn't","Book 6: Half Blood Prince","chap-17"
"expect you to, Phineas,` replied Dumbledore, and Fawkes gave another low, musical cry. ","Book 6: Half Blood Prince","chap-17"
" The next day Harry confided in both Ron and Hermione the","Book 6: Half Blood Prince","chap-18"
"task that Dumbledore had set him, though separately, for Hermione still refused","Book 6: Half Blood Prince","chap-18"
"to remain in Ron's presence longer than it took to give him","Book 6: Half Blood Prince","chap-18"
"a contemptuous look.Ron thought that Harry was unlikely to have any trouble","Book 6: Half Blood Prince","chap-18"
"with Slughorn at all.'He loves you,' he said over breakfast, waving an","Book 6: Half Blood Prince","chap-18"
"airy forkful of fried egg. 'Won't refuse you anything, will he? Not","Book 6: Half Blood Prince","chap-18"
"his little Potions Prince. Just hang back after class this afternoon and","Book 6: Half Blood Prince","chap-18"
"ask him.'Hermione, however, took a gloomier view.'He must be determined to hide","Book 6: Half Blood Prince","chap-18"
"what really happened if Dumbledore couldn't get it out of him,' she","Book 6: Half Blood Prince","chap-18"
"said in a low voice, as they stood in the deserted, snowy","Book 6: Half Blood Prince","chap-18"
"courtyard at break. 'Horcruxes ... Horcruxes ... I've never even heard of","Book 6: Half Blood Prince","chap-18"
"them ...''You haven't?'Harry was disappointed; he had hoped that Hermione might have","Book 6: Half Blood Prince","chap-18"
"been able to give him a clue as to what Horcruxes were.'They","Book 6: Half Blood Prince","chap-18"
"must be really advanced Dark magic, or why would Voldemort have wanted","Book 6: Half Blood Prince","chap-18"
"to know about them? I think it's going to be difficult to","Book 6: Half Blood Prince","chap-18"
"get the information, Harry, you'll have to be very careful about how","Book 6: Half Blood Prince","chap-18"
"you approach Slughorn, think out a strategy ...`'Ron reckons 1 should just","Book 6: Half Blood Prince","chap-18"
"hang back after Potions this afternoon ...''Oh, well, if Won-Won thinks that,","Book 6: Half Blood Prince","chap-18"
"you'd better do it,' she said, flaring up at once. 'After all,","Book 6: Half Blood Prince","chap-18"
"when has Won-Won's judgement ever been faulty?''Hermione, can't you —''No!' she said","Book 6: Half Blood Prince","chap-18"
"angrily, and stormed away, leaving Harry alone and ankle-deep in snow.Potions lessons","Book 6: Half Blood Prince","chap-18"
"were uncomfortable enough these days, seeing as Harry, Ron and Hermione had","Book 6: Half Blood Prince","chap-18"
"to share a desk. Today, Hermione moved her cauldron around the table","Book 6: Half Blood Prince","chap-18"
"so that she was close to Ernie, and ignored both Harry and","Book 6: Half Blood Prince","chap-18"
"Ron.'What've you done?' Ron muttered to Harry, looking at Hermione's haughty profile.But","Book 6: Half Blood Prince","chap-18"
"before Harry could answer, Slughorn was calling for silence from the front","Book 6: Half Blood Prince","chap-18"
"of the room.'Settle down, settle down, please! Quickly, now, lots of work","Book 6: Half Blood Prince","chap-18"
"to get through this afternoon! Golpalott's Third Law ... who can tell","Book 6: Half Blood Prince","chap-18"
"me -? But Miss Granger can, of course!'Hermione recited at top speed:","Book 6: Half Blood Prince","chap-18"
"'Golpalott's-Third-Law- states-that-the-antidote-for-a-blended-poison-will-be-equal-to- more-than-the-sum-of-the-antidotes-for-each-of-the-separale- components.''Precisely!' beamed Slughorn. Ten points for Gryffindor! Now, if","Book 6: Half Blood Prince","chap-18"
"we accept Golpalott's Third Law as true ...`Harry was going to have","Book 6: Half Blood Prince","chap-18"
"to take Slughorn's word for it that Golpalott's Third Law was true,","Book 6: Half Blood Prince","chap-18"
"because he had not under-stood any of it. Nobody apart from Hermione","Book 6: Half Blood Prince","chap-18"
"seemed to be following what Slughorn said next, either.'... which means, of","Book 6: Half Blood Prince","chap-18"
"course, that assuming we have achieved correct identification of the potion's ingredients","Book 6: Half Blood Prince","chap-18"
"by Scarpin's Revelaspell, our primary aim is not the relatively simple one","Book 6: Half Blood Prince","chap-18"
"of selecting antidotes to those ingredients in a   of themselves,","Book 6: Half Blood Prince","chap-18"
"but to find that added component which will, by an almost alchemical","Book 6: Half Blood Prince","chap-18"
"process, transform these disparate elements -'Ron was sitting beside Harry with his","Book 6: Half Blood Prince","chap-18"
"mouth half-open, doodling absently on his new copy of Advanced Potion-Making. Ron","Book 6: Half Blood Prince","chap-18"
"kept forgetting that he could no longer rely on Hermione to help","Book 6: Half Blood Prince","chap-18"
"him out of trouble when he failed to grasp what was going","Book 6: Half Blood Prince","chap-18"
"on.'... and so,' finished Slughorn, 'I want each of you to come","Book 6: Half Blood Prince","chap-18"
"and take one of these phials from my desk. You are to","Book 6: Half Blood Prince","chap-18"
"create an antidote for the poison within it before the end of","Book 6: Half Blood Prince","chap-18"
"the lesson. Good luck, and don't forget your protective gloves!'Hermione had left","Book 6: Half Blood Prince","chap-18"
"her stool and was halfway towards Siughorn's desk before the rest of","Book 6: Half Blood Prince","chap-18"
"the class had realised it was time to move, and by the","Book 6: Half Blood Prince","chap-18"
"time Harry, Ron and Ernie returned to the table, she had already","Book 6: Half Blood Prince","chap-18"
"tipped the contents of her phial into her cauldron and was kindling","Book 6: Half Blood Prince","chap-18"
"a fire underneath it.'it's a shame that the Prince won't be able","Book 6: Half Blood Prince","chap-18"
"to help you much with this, Harry,' she said brightly as she","Book 6: Half Blood Prince","chap-18"
"straightened up. 'You have to understand the principles involved this time. No","Book 6: Half Blood Prince","chap-18"
"short cuts or cheats!'Annoyed, Harry uncorked the poison he had taken from","Book 6: Half Blood Prince","chap-18"
"Siughorn's desk, which was a garish shade of pink, tipped it into","Book 6: Half Blood Prince","chap-18"
"his cauldron and lit a fire underneath it. He did not have","Book 6: Half Blood Prince","chap-18"
"the faintest idea what he was supposed to do next. He glanced","Book 6: Half Blood Prince","chap-18"
"at Ron, who was now standing there looking rather gormless, having copied","Book 6: Half Blood Prince","chap-18"
"everything Harry had done.'You sure the Prince hasn't got any tips?' Ron","Book 6: Half Blood Prince","chap-18"
"muttered to Harry.Harry pulled out his trusty copy of Advanced Potion-Making and","Book 6: Half Blood Prince","chap-18"
"turned to the chapter on Antidotes. There was Golpalott's Third Law, stated","Book 6: Half Blood Prince","chap-18"
"word for word as Hermione had recited it, but not a single","Book 6: Half Blood Prince","chap-18"
"illuminating note in the Prince's hand to explain what it meant. Apparently","Book 6: Half Blood Prince","chap-18"
"the Prince, like Hermione, had had no difficulty understanding it.'Nothing,' said Harry","Book 6: Half Blood Prince","chap-18"
"gloomily.Hermione was now waving her wand enthusiastically over her cauldron. Unfortunately, they","Book 6: Half Blood Prince","chap-18"
"could not copy the spell she was doing because she was now so","Book 6: Half Blood Prince","chap-18"
"good at non-verbal incan-tations that she did not need to say the","Book 6: Half Blood Prince","chap-18"
"words aloud. Ernie Macmillan, however, was muttering, 'Specialis revelio!' over his cauldron,","Book 6: Half Blood Prince","chap-18"
"which sounded impressive, so Harry and Ron hastened to imitate him.It took","Book 6: Half Blood Prince","chap-18"
"Harry only five minutes to realise that his reputa-tion as the best","Book 6: Half Blood Prince","chap-18"
"potion-maker in the class was crashing around his ears. Slughorn had peered","Book 6: Half Blood Prince","chap-18"
"hopefully into his cauldron on his first circuit of the dungeon, preparing","Book 6: Half Blood Prince","chap-18"
"to exclaim in delight as he usually did, and instead had with-drawn","Book 6: Half Blood Prince","chap-18"
"his head hastily, coughing, as the smell of bad eggs overwhelmed him.","Book 6: Half Blood Prince","chap-18"
"Hermione's expression could not have been any smugger; she had loathed being","Book 6: Half Blood Prince","chap-18"
"out-performed in every Potions class. She was now decanting the mysteriously separated","Book 6: Half Blood Prince","chap-18"
"ingredients of her poison into ten different crystal phials. More to avoid","Book 6: Half Blood Prince","chap-18"
"watching this irritating sight than any-thing else, Harry bent over the Half-Blood","Book 6: Half Blood Prince","chap-18"
"Prince's book and turned a few pages with unnecessary force.And there it","Book 6: Half Blood Prince","chap-18"
"was, scrawled right across a long list of antidotes.Just shove a bezoar","Book 6: Half Blood Prince","chap-18"
"down their throats.Harry stared at these words for a moment. Hadn't he","Book 6: Half Blood Prince","chap-18"
"once, long ago, heard of bezoars? Hadn't Snape mentioned them in their","Book 6: Half Blood Prince","chap-18"
"first ever Potions lesson? 'A stone taken from the stomach of a","Book 6: Half Blood Prince","chap-18"
"goat, which will protect from most poisons.'It was not an answer to","Book 6: Half Blood Prince","chap-18"
"the Golpalott problem, and had Snape still been their teacher, Harry would","Book 6: Half Blood Prince","chap-18"
"not have dared do it, but this was a moment for desperate","Book 6: Half Blood Prince","chap-18"
"measures. He hastened towards the store cupboard and rummaged within it, pushing","Book 6: Half Blood Prince","chap-18"
"aside unicorn horns and tangles of dried herbs until he found, at","Book 6: Half Blood Prince","chap-18"
"the very back, a small card box on which had been scribbled","Book 6: Half Blood Prince","chap-18"
"the word 'Bezoars'.He opened the box just as Slughorn called, Two minutes","Book 6: Half Blood Prince","chap-18"
"left, everyone!' Inside were half a dozen shrivelled brown objects, looking more","Book 6: Half Blood Prince","chap-18"
"like dried-up kidneys than real stones. Harry seized one, put the box","Book 6: Half Blood Prince","chap-18"
"back in the cupboard and hurried back to his cauldron.'Time's ... UP!'","Book 6: Half Blood Prince","chap-18"
"called Slughorn genially. 'Well, let's see how you've done! Blaise ... what","Book 6: Half Blood Prince","chap-18"
"have you got for me?'Slowly, Slughorn moved around the room, examining the","Book 6: Half Blood Prince","chap-18"
"various antidotes. Nobody had finished the task, although Hermione was trying to","Book 6: Half Blood Prince","chap-18"
"cram a few more ingredients into her bottle before Slughorn reached her.","Book 6: Half Blood Prince","chap-18"
"Ron had given up com-pletely, and was merely trying to avoid breathing","Book 6: Half Blood Prince","chap-18"
"in the putrid fumes issuing from his cauldron. Harry stood there waiting,","Book 6: Half Blood Prince","chap-18"
"the bezoar clutched in a slightly sweaty hand.Slughorn reached their table last.","Book 6: Half Blood Prince","chap-18"
"He sniffed Ernie's potion and passed on to Ron's with a grimace.","Book 6: Half Blood Prince","chap-18"
"He did not linger over Ron's cauldron, but backed away swiftly, retching","Book 6: Half Blood Prince","chap-18"
"slightly.'And you, Harry,' he said. 'What have you got to show me?'Harry","Book 6: Half Blood Prince","chap-18"
"held out his hand, the bezoar sitting on his palm.Slughorn looked down","Book 6: Half Blood Prince","chap-18"
"at it for a full ten seconds. Harry wondered, for a moment,","Book 6: Half Blood Prince","chap-18"
"whether he was going to shout at him. Then he threw back","Book 6: Half Blood Prince","chap-18"
"his head and roared with laughter.'You've got a nerve, boy!' he boomed,","Book 6: Half Blood Prince","chap-18"
"taking the bezoar and holding it up so that the class could","Book 6: Half Blood Prince","chap-18"
"see it. 'Oh, you're like your mother ... well, 1 can't fault","Book 6: Half Blood Prince","chap-18"
"you ... a bezoar would certainly act as an antidote to all","Book 6: Half Blood Prince","chap-18"
"these potions!'Hermione, who was sweaty-faced and had soot on her nose, looked","Book 6: Half Blood Prince","chap-18"
"livid. Her half-finished antidote, comprising fifty-two ingredients including a chunk of her","Book 6: Half Blood Prince","chap-18"
"own hair,bubbled sluggishly behind Slughorn, who had eyes for nobody but Harry.'And","Book 6: Half Blood Prince","chap-18"
